Version,File Name,Size(LOC), LOC_Touched,NR,NAuth,LOC_Added,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,Buggy
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,2,4,3,0,0,0,80,81,20,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,189,5,2,147,112,0,147,112,29,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,604,4,1,422,298,0,422,298,105,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,581,33,4,129,154,0,918,545,27,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,94,13,4,39,42,0,167,139,12,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,4,14,4,0,1,0,107,132,7,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,107,11,4,34,42,0,161,123,14,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,707,19,4,297,139,0,230,165,12,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,19,14,3,0,4,0,123,99,8,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,35,4,2,27,28,0,106,78,26,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,53,5,3,19,30,0,109,87,21,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,2,2,0,0,0,85,85,42,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,131,9,3,126,54,0,232,60,25,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,110,11,2,74,36,0,278,180,25,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,161,16,3,145,50,0,689,372,43,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,388,13,3,126,129,0,193,243,14,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,120,8,3,6,25,0,104,172,13,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,102,4,2,97,72,0,87,67,21,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,297,10,3,6,102,0,403,498,40,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,103,4,2,98,72,0,88,67,22,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,119,7,3,46,52,0,233,198,33,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,209,4,2,90,96,0,147,99,36,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,314,6,2,160,143,0,242,101,40,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,109,3,1,109,64,0,109,64,36,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,901,2,2,691,691,0,511,601,255,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,687,13,3,566,394,0,564,393,43,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,77,1,1,77,77,0,77,77,77,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,94,1,1,94,94,0,94,94,94,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,337,1,1,337,337,0,337,337,337,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,79,1,1,79,79,0,79,79,79,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,25,1,1,25,25,0,25,25,25,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,84,1,1,84,84,0,84,84,84,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,34,1,1,34,34,0,34,34,34,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,33,1,1,33,33,0,33,33,33,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,104,1,1,104,104,0,104,104,104,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,172,1,1,172,172,0,172,172,172,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,70,1,1,70,70,0,70,70,70,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,140,1,1,140,140,0,140,140,140,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,214,1,1,214,214,0,214,214,214,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,154,1,1,154,154,0,154,154,154,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,14,2,2,12,13,0,248,236,124,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,76,12,4,48,41,0,271,176,22,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,4,8,3,4,4,0,176,75,22,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,165,30,4,119,49,0,619,206,20,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,2,4,4,0,1,0,132,75,33,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,145,26,4,41,43,0,709,571,27,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,651,4,1,503,234,0,503,234,125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,503,6,2,325,269,0,325,269,54,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,313,6,2,280,267,0,266,262,44,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,148,3,2,139,139,0,133,137,44,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,56,1,1,56,56,0,56,56,56,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,88,3,2,74,63,0,74,63,24,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,571,8,1,358,289,0,356,288,44,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,3,2,0,0,0,174,173,58,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,3,2,0,0,0,148,147,49,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,47,2,1,45,45,0,45,45,22,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,174,2,2,168,166,0,168,166,84,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,77,1,1,77,77,0,77,77,77,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,0,2,1,0,0,0,665,665,332,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,33,2,2,33,33,0,88,55,44,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,22,12,4,5,9,0,259,208,21,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,3,2,0,0,0,39,38,13,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,131,1,1,131,131,0,131,131,131,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,47,1,1,47,47,0,47,47,47,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,68,5,4,60,60,0,104,69,20,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,43,1,1,43,43,0,43,43,43,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,215,5,2,171,90,0,221,88,44,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,64,2,1,62,32,0,62,32,31,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,45,1,1,45,45,0,45,45,45,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,94,1,1,94,94,0,94,94,94,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,35,35,1,1,35,35,0,35,35,35,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,283,301,3,2,283,257,0,283,257,94,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,31,12,3,3,11,1,576,385,48,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,52,5,3,0,9,0,271,293,54,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,94,5,3,34,37,0,355,298,71,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,104,2,1,102,102,0,102,102,51,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,161,2,2,153,153,0,153,153,76,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,378,204,9,3,169,83,0,377,126,41,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,31,8,3,19,17,0,268,133,33,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,952,390,20,3,218,179,0,915,604,45,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,234,2,2,230,230,0,230,230,115,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,221,157,5,2,133,70,0,221,88,44,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,0,4,2,0,0,0,71,61,17,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,6,2,1,6,6,0,36,30,18,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,32,1,1,32,32,0,32,32,32,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,359,371,3,2,359,220,0,359,220,119,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,66,2,2,64,64,0,64,64,32,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,208,214,2,2,208,208,0,208,208,104,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,408,46,10,3,28,28,0,408,343,40,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,462,468,4,2,462,371,0,462,371,115,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,340,366,5,2,340,188,0,340,188,68,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,100,5,5,3,0,1,0,99,100,19,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,1024,5,2,671,333,0,13,333,2,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,178,83,7,3,11,22,0,178,167,25,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,88,53,3,2,22,29,0,77,66,25,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,325,128,6,2,64,77,0,325,261,54,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,59,59,1,1,59,59,0,59,59,59,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,131,131,1,1,131,131,0,131,131,131,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,648,676,4,2,649,649,0,647,648,161,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,43,51,3,1,45,45,0,41,43,13,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,114,114,2,1,114,81,0,114,81,57,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,309,391,6,2,315,277,0,303,272,50,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,389,493,7,2,397,352,0,381,349,54,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,273,317,2,2,276,276,0,270,273,135,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,69,69,1,1,69,69,0,69,69,69,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,418,418,1,1,418,418,0,418,418,418,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,230,332,4,2,241,233,0,219,222,54,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,59,59,1,1,59,59,0,59,59,59,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,99,1,1,99,99,0,99,99,99,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,762,878,12,3,772,359,0,752,349,62,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,558,790,12,3,589,431,0,527,426,43,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,26,6,3,0,12,0,258,256,43,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,243,4,9,3,0,2,0,243,232,27,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,402,112,12,4,44,39,0,377,303,31,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,259,6,7,3,0,3,0,253,216,36,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,1038,325,17,3,32,52,0,828,708,48,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,109,27,8,4,17,20,0,108,89,13,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,551,364,17,3,220,148,0,543,334,31,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,100,4,5,3,0,2,0,100,74,20,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,185,2,9,3,0,1,0,181,174,20,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,118,2,4,2,0,1,0,118,116,29,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,67,4,3,2,0,2,0,67,55,22,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,74,2,2,1,0,1,0,74,74,37,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,153,27,8,3,3,6,1,139,153,17,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,187,187,3,2,187,166,0,187,166,62,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,147,80,8,2,9,20,0,122,108,15,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,96,98,2,2,96,96,0,96,96,48,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,52,52,1,1,52,52,0,52,52,52,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,0,3,1,0,0,0,215,177,71,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,271,0,2,1,0,0,0,271,260,135,YES
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,458,0,6,3,0,0,0,454,421,75,YES
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,357,0,8,4,0,0,0,337,249,42,NO
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,163,0,6,2,0,0,0,110,158,18,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1242,0,51,4,0,0,0,789,522,15,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,0,6,4,0,0,0,154,81,25,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,0,5,3,0,0,0,923,679,184,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,4,2,0,0,0,180,168,45,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,260,0,5,2,0,0,0,260,195,52,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,551,0,27,4,0,0,0,371,447,13,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,1,1,0,0,0,40,40,40,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,0,12,3,0,0,0,361,124,30,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,388,0,6,3,0,0,0,388,211,64,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,0,1,1,0,0,0,51,51,51,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,0,14,3,0,0,0,557,368,39,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,1,1,0,0,0,32,32,32,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,2,1,0,0,0,63,66,31,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,0,12,3,0,0,0,168,181,14,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,0,9,3,0,0,0,576,544,64,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,0,4,1,0,0,0,158,157,39,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,0,16,4,0,0,0,-495,533,-31,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,0,16,3,0,0,0,923,707,57,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,0,11,3,0,0,0,-61,100,-6,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,0,3,1,0,0,0,61,88,20,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,0,3,1,0,0,0,51,52,17,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,0,3,2,0,0,0,268,240,89,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,5,3,0,0,0,163,151,32,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,0,2,1,0,0,0,109,91,54,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,0,2,1,0,0,0,58,58,29,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,1,1,0,0,0,44,44,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,0,1,1,0,0,0,108,108,108,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,0,6,3,0,0,0,137,124,22,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,0,9,3,0,0,0,326,249,36,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,0,10,4,0,0,0,312,202,31,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,0,25,4,0,0,0,588,405,23,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,0,23,3,0,0,0,525,637,22,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,0,6,3,0,0,0,90,61,15,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,0,4,1,0,0,0,269,271,67,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,0,14,4,0,0,0,102,155,7,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,0,7,4,0,0,0,75,76,10,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,0,4,3,0,0,0,80,81,20,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,0,5,2,0,0,0,147,112,29,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,0,4,1,0,0,0,422,298,105,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,0,33,4,0,0,0,918,545,27,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,0,13,4,0,0,0,167,139,12,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,0,14,4,0,0,0,107,132,7,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,0,11,4,0,0,0,161,123,14,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,0,19,4,0,0,0,230,165,12,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,0,14,3,0,0,0,123,99,8,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,0,4,2,0,0,0,106,78,26,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,0,5,3,0,0,0,109,87,21,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,2,2,0,0,0,85,85,42,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,0,9,3,0,0,0,232,60,25,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,0,11,2,0,0,0,278,180,25,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,0,16,3,0,0,0,689,372,43,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,0,13,3,0,0,0,193,243,14,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,0,8,3,0,0,0,104,172,13,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,0,4,2,0,0,0,87,67,21,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,0,10,3,0,0,0,403,498,40,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,0,4,2,0,0,0,88,67,22,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,0,7,3,0,0,0,233,198,33,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,0,4,2,0,0,0,147,99,36,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,0,6,2,0,0,0,242,101,40,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,0,3,1,0,0,0,109,64,36,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,0,2,2,0,0,0,511,601,255,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,0,13,3,0,0,0,564,393,43,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,0,1,1,0,0,0,77,77,77,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,0,1,1,0,0,0,94,94,94,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,0,1,1,0,0,0,337,337,337,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,1,1,0,0,0,79,79,79,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,0,1,1,0,0,0,25,25,25,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,0,1,1,0,0,0,84,84,84,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,0,1,1,0,0,0,34,34,34,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,0,1,1,0,0,0,33,33,33,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,0,1,1,0,0,0,104,104,104,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,0,1,1,0,0,0,172,172,172,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,0,1,1,0,0,0,70,70,70,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,0,1,1,0,0,0,140,140,140,NO
