Version,File Name,Size(LOC), LOC_Touched,NR,NAuth,LOC_Added,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,Buggy
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,0,5,3,0,0,0,271,293,54,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,0,5,3,0,0,0,355,298,71,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,0,2,1,0,0,0,102,102,51,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,0,2,2,0,0,0,153,153,76,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,380,2,10,3,2,2,0,379,126,37,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,0,8,3,0,0,0,268,133,33,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,952,0,20,3,0,0,0,915,604,45,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,0,2,2,0,0,0,230,230,115,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,221,0,5,2,0,0,0,221,88,44,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,0,4,2,0,0,0,71,61,17,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,0,2,1,0,0,0,36,30,18,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,0,1,1,0,0,0,32,32,32,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,420,69,4,2,61,65,0,420,220,105,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,0,2,2,0,0,0,64,64,32,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,208,0,2,2,0,0,0,208,208,104,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,408,0,10,3,0,0,0,408,343,40,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,462,0,4,2,0,0,0,462,371,115,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,340,0,5,2,0,0,0,340,188,68,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,100,0,5,3,0,0,0,99,100,19,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,8,6,3,0,4,0,13,333,2,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,178,0,7,3,0,0,0,178,167,25,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java,43,43,1,1,43,43,0,43,43,43,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,88,0,3,2,0,0,0,77,66,25,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,326,1,7,3,1,1,1,326,261,46,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,59,0,1,1,0,0,0,59,59,59,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,131,0,1,1,0,0,0,131,131,131,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,648,0,4,2,0,0,0,647,648,161,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,43,0,3,1,0,0,0,41,43,13,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,114,0,2,1,0,0,0,114,81,57,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,309,0,6,2,0,0,0,303,272,50,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,389,0,7,2,0,0,0,381,349,54,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,321,48,3,3,48,48,0,318,273,106,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,69,0,1,1,0,0,0,69,69,69,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,418,0,1,1,0,0,0,418,418,418,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,230,0,4,2,0,0,0,219,222,54,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,59,0,1,1,0,0,0,59,59,59,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,0,1,1,0,0,0,99,99,99,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,762,0,12,3,0,0,0,752,349,62,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,558,0,12,3,0,0,0,527,426,43,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,0,6,3,0,0,0,258,256,43,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,243,0,9,3,0,0,0,243,232,27,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,402,0,12,4,0,0,0,377,303,31,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,259,0,7,3,0,0,0,253,216,36,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,1038,0,17,3,0,0,0,828,708,48,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,108,3,10,4,1,1,2,105,89,10,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,551,0,17,3,0,0,0,543,334,31,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,100,0,5,3,0,0,0,100,74,20,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,185,0,9,3,0,0,0,181,174,20,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,118,0,4,2,0,0,0,118,116,29,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,67,0,3,2,0,0,0,67,55,22,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,74,0,2,1,0,0,0,74,74,37,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,153,0,8,3,0,0,0,139,153,17,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,223,36,4,3,36,36,0,223,166,55,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,148,1,9,2,1,1,1,123,108,13,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,96,0,2,2,0,0,0,96,96,48,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,52,0,1,1,0,0,0,52,52,52,NO
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,2,4,2,0,1,0,215,177,53,NO
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,273,0,3,2,0,0,0,273,260,91,YES
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,460,0,7,4,0,0,0,456,421,65,YES
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,358,0,9,5,0,0,0,338,249,37,NO
6,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,163,0,6,2,0,0,0,110,158,18,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1154,360,61,5,47,65,0,560,522,9,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,157,0,7,5,0,0,0,157,81,22,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,1009,50,9,4,28,29,0,1004,679,111,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,193,15,5,3,13,14,0,193,168,38,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,83,83,1,1,83,83,0,83,83,83,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,262,0,6,3,0,0,0,262,195,43,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,638,143,30,5,90,113,0,453,447,15,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,1,1,0,0,0,40,40,40,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,374,73,15,5,5,39,0,374,124,24,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,390,0,7,4,0,0,0,390,211,55,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,0,1,1,0,0,0,51,51,51,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,579,10,17,3,2,3,1,559,368,32,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,1,1,0,0,0,32,32,32,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,2,1,0,0,0,63,66,31,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,260,142,15,3,72,106,0,240,181,16,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,596,230,14,3,14,104,0,590,544,42,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,198,46,7,3,38,36,0,198,157,28,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,0,16,4,0,0,0,-495,533,-31,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,926,37,22,4,3,15,1,909,707,41,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,0,11,3,0,0,0,-61,100,-6,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,0,3,1,0,0,0,61,88,20,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,0,3,1,0,0,0,51,52,17,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,297,31,6,3,29,26,0,297,240,49,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,5,3,0,0,0,163,151,32,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,118,19,3,1,9,14,0,118,91,39,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java,83,83,1,1,83,83,0,83,83,83,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,0,2,1,0,0,0,58,58,29,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,1,1,0,0,0,44,44,44,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,28,2,2,0,14,0,108,108,54,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,192,350,3,2,193,192,0,191,191,63,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,151,12,7,3,12,12,0,149,124,21,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,352,30,10,3,26,28,0,352,249,35,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,27,27,1,1,27,27,0,27,27,27,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,319,126,14,5,31,35,0,286,202,20,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,752,138,29,4,104,64,0,692,405,23,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,877,93,28,4,85,63,0,624,637,22,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,94,94,1,1,94,94,0,94,94,94,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,0,6,3,0,0,0,90,61,15,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,90,90,1,1,90,90,0,90,90,90,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,271,4,5,2,0,1,0,265,271,53,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,138,3,15,4,1,2,1,103,155,6,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,0,7,4,0,0,0,75,76,10,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,0,4,3,0,0,0,80,81,20,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,0,5,2,0,0,0,147,112,29,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,0,4,1,0,0,0,422,298,105,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,1026,145,39,5,47,46,0,966,545,24,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,0,13,4,0,0,0,167,139,12,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,167,4,16,4,0,2,0,121,132,7,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,195,23,13,4,13,11,0,174,123,13,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,374,31,22,4,13,17,0,246,165,11,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,573,581,2,2,573,572,0,573,572,286,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,0,14,3,0,0,0,123,99,8,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,4,5,2,0,2,0,106,78,21,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,0,5,3,0,0,0,109,87,21,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,2,2,0,0,0,85,85,42,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,237,9,10,3,1,5,1,233,60,23,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,345,32,14,4,30,31,0,309,180,22,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,47,47,1,1,47,47,0,47,47,47,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,781,86,22,4,86,61,0,774,372,35,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,300,29,16,3,1,10,2,190,243,11,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,166,47,11,3,13,27,0,117,172,10,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,0,4,2,0,0,0,87,67,21,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,497,99,16,3,31,40,0,434,498,27,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,0,4,2,0,0,0,88,67,22,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,0,7,3,0,0,0,233,198,33,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,183,25,5,2,0,8,0,129,99,25,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,252,0,7,2,0,0,0,244,101,34,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,0,3,1,0,0,0,109,64,36,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,607,18,5,2,6,6,0,517,601,103,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,14,16,4,2,4,1,562,393,35,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,0,1,1,0,0,0,77,77,77,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,97,9,2,1,3,6,0,97,94,48,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,343,8,2,2,6,7,0,343,337,171,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,1,1,0,0,0,79,79,79,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,0,1,1,0,0,0,25,25,25,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,0,1,1,0,0,0,84,84,84,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,0,1,1,0,0,0,34,34,34,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,0,1,1,0,0,0,33,33,33,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,0,1,1,0,0,0,104,104,104,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,0,1,1,0,0,0,172,172,172,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,0,1,1,0,0,0,70,70,70,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,0,1,1,0,0,0,140,140,140,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,0,1,1,0,0,0,214,214,214,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,156,0,2,2,0,0,0,156,154,78,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java,142,142,1,1,142,142,0,142,142,142,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,152,152,1,1,152,152,0,152,152,152,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java,31,31,1,1,31,31,0,31,31,31,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java,60,60,1,1,60,60,0,60,60,60,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,60,60,1,1,60,60,0,60,60,60,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,876,876,1,1,876,876,0,876,876,876,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java,61,61,1,1,61,61,0,61,61,61,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java,185,185,1,1,185,185,0,185,185,185,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,264,264,1,1,264,264,0,264,264,264,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,0,2,2,0,0,0,248,236,124,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,286,15,15,5,9,11,0,282,176,18,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,185,22,4,3,1,8,2,180,184,45,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,346,0,10,4,0,0,0,346,158,34,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,194,0,2,2,0,0,0,194,118,97,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,309,5,3,2,5,5,0,309,303,103,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,363,31,37,5,10,6,0,82,206,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,0,4,4,0,0,0,132,75,33,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,721,122,33,5,30,41,0,667,571,20,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,47,0,2,2,0,0,0,47,40,23,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,517,67,8,2,17,33,0,507,224,63,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,327,3,8,3,0,1,0,326,268,40,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,274,3,8,3,1,1,2,267,262,33,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,0,3,2,0,0,0,133,137,44,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,0,1,1,0,0,0,56,56,56,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,0,3,2,0,0,0,74,63,24,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,361,16,12,2,5,4,0,357,288,29,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,3,2,0,0,0,174,173,58,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,3,2,0,0,0,148,147,49,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,0,2,1,0,0,0,45,45,22,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,0,2,2,0,0,0,168,166,84,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,1,1,0,0,0,77,77,77,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,667,0,3,2,0,0,0,667,665,222,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,2,2,0,0,0,88,55,44,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,263,1,14,5,1,1,1,262,208,18,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java,132,132,1,1,132,132,0,132,132,132,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,3,2,0,0,0,39,38,13,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java,677,677,1,1,677,677,0,677,677,677,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,0,1,1,0,0,0,131,131,131,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,1,1,0,0,0,47,47,47,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,0,5,4,0,0,0,104,69,20,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,1,1,0,0,0,43,43,43,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,257,92,6,2,14,53,0,235,88,39,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,2,1,0,0,0,62,32,31,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,1,1,0,0,0,45,45,45,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,0,2,2,0,0,0,97,94,48,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,39,6,2,1,4,5,0,39,35,19,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,403,117,7,3,117,48,0,403,257,57,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,0,12,3,0,0,0,576,385,48,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java,71,73,2,1,71,71,0,71,71,35,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,297,2,6,3,2,2,0,273,293,45,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,0,5,3,0,0,0,355,298,71,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,0,2,1,0,0,0,102,102,51,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,4,3,2,0,2,0,153,153,51,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,456,76,11,3,76,76,0,455,126,41,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,0,8,3,0,0,0,268,133,33,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,991,39,21,3,39,39,0,954,604,45,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,8,3,2,0,4,0,230,230,76,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,241,20,6,3,20,20,0,241,88,40,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,0,4,2,0,0,0,71,61,17,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,0,2,1,0,0,0,36,30,18,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java,197,201,2,2,197,157,0,197,157,98,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,0,1,1,0,0,0,32,32,32,NO
